,id,Node_1,Node_2,is_atDRearOf,is_atSRearOf,is_inDFrontOf,is_inSFrontOf,is_isIn,is_toLeftOf,is_toRightOf,near_level,lane_id_diff,lane_id,lane_id_Node_2,Name,velocity_diff,abs_distance,abs_distance_level,equal_frequency_velocity_diff,equal_frequency_distance_difff
0,"(0, 17794829)",car_5874,ego car,0,0,1,0,0,0,1,4,-2.0,-3.0,-1.0,car_5874,5,6.082762530298219,2,4,1
1,"(0, 17794829)",car_6083,ego car,0,0,1,0,0,0,1,5,-1.0,-2.0,-1.0,car_6083,-2,2.8284271247461903,1,3,1
2,"(0, 17794831)",car_5874,ego car,0,0,1,0,0,0,1,4,-2.0,-3.0,-1.0,car_5874,5,6.324555320336759,2,4,1
3,"(0, 17794831)",car_6083,ego car,0,0,1,0,0,0,1,5,-1.0,-2.0,-1.0,car_6083,-1,3.605551275463989,1,3,1
4,"(0, 17794832)",car_5874,ego car,0,0,1,0,0,0,1,4,-2.0,-3.0,-1.0,car_5874,6,6.082762530298219,2,4,1
5,"(0, 17794832)",car_6083,ego car,0,0,1,0,0,0,1,4,-1.0,-2.0,-1.0,car_6083,-1,4.242640687119285,1,3,1
6,"(0, 17794833)",car_5874,ego car,0,0,1,0,0,0,1,4,-2.0,-3.0,-1.0,car_5874,6,6.082762530298219,2,4,1
7,"(0, 17794833)",car_6083,ego car,0,0,1,0,0,0,1,5,-1.0,-2.0,-1.0,car_6083,-1,3.605551275463989,1,3,1
8,"(0, 17794834)",car_5874,ego car,0,0,1,0,0,0,1,4,-2.0,-3.0,-1.0,car_5874,7,6.324555320336759,2,4,1
9,"(0, 17794834)",car_6083,ego car,0,0,1,0,0,0,1,4,-1.0,-2.0,-1.0,car_6083,0,4.242640687119285,1,4,1
10,"(0, 17794835)",car_5874,ego car,0,0,1,0,0,0,1,4,-2.0,-3.0,-1.0,car_5874,6,6.082762530298219,2,4,1
11,"(0, 17794835)",car_6083,ego car,0,0,1,0,0,0,1,4,-1.0,-2.0,-1.0,car_6083,-1,4.242640687119285,1,3,1
12,"(0, 17794836)",car_5874,ego car,0,0,1,0,0,0,1,4,-2.0,-3.0,-1.0,car_5874,6,6.082762530298219,2,4,1
13,"(0, 17794836)",car_6083,ego car,0,0,1,0,0,0,1,4,-1.0,-2.0,-1.0,car_6083,-1,4.242640687119285,1,3,1
14,"(0, 17794837)",car_5874,ego car,0,0,1,0,0,0,1,3,-2.0,-3.0,-1.0,car_5874,7,7.071067811865476,3,4,1
15,"(0, 17794837)",car_6083,ego car,0,0,1,0,0,0,1,4,-1.0,-2.0,-1.0,car_6083,-1,4.242640687119285,1,3,1
16,"(0, 17794838)",car_5874,ego car,0,0,1,0,0,0,1,4,-2.0,-3.0,-1.0,car_5874,8,6.082762530298219,2,5,1
17,"(0, 17794838)",car_6083,ego car,0,0,1,0,0,0,1,5,-1.0,-2.0,-1.0,car_6083,1,3.605551275463989,1,4,1
18,"(0, 17794839)",car_5874,ego car,0,0,1,0,0,0,1,4,-2.0,-3.0,-1.0,car_5874,7,6.0,2,4,1
19,"(0, 17794839)",car_6083,ego car,0,0,1,0,0,0,1,5,-1.0,-2.0,-1.0,car_6083,0,2.8284271247461903,1,4,1
20,"(0, 17794840)",car_5874,ego car,0,0,1,0,0,0,1,4,-2.0,-3.0,-1.0,car_5874,9,6.082762530298219,2,5,1
21,"(0, 17794840)",car_6083,ego car,0,0,1,0,0,0,1,4,-1.0,-2.0,-1.0,car_6083,1,4.242640687119285,1,4,1
22,"(0, 17794841)",car_5874,ego car,0,0,1,0,0,0,1,4,-2.0,-3.0,-1.0,car_5874,8,6.0,2,5,1
23,"(0, 17794841)",car_6083,ego car,0,0,1,0,0,0,1,4,-1.0,-2.0,-1.0,car_6083,0,4.242640687119285,1,4,1
24,"(0, 17794842)",car_5874,ego car,0,0,1,0,0,0,1,4,-2.0,-3.0,-1.0,car_5874,9,6.0,2,5,1
25,"(0, 17794842)",car_6083,ego car,0,0,1,0,0,0,1,5,-1.0,-2.0,-1.0,car_6083,2,3.605551275463989,1,4,1
26,"(0, 17794843)",car_5874,ego car,0,0,1,0,0,0,1,4,-2.0,-3.0,-1.0,car_5874,9,6.082762530298219,2,5,1
27,"(0, 17794843)",car_6083,ego car,0,0,1,0,0,0,1,4,-1.0,-2.0,-1.0,car_6083,1,4.242640687119285,1,4,1
28,"(0, 17794844)",car_5874,ego car,0,0,1,0,0,0,1,4,-2.0,-3.0,-1.0,car_5874,10,7.0,3,5,1
29,"(0, 17794844)",car_6083,ego car,0,0,1,0,0,0,1,4,-1.0,-2.0,-1.0,car_6083,2,4.242640687119285,1,4,1
30,"(0, 17794845)",car_5874,ego car,0,0,1,0,0,0,1,4,-2.0,-3.0,-1.0,car_5874,9,7.0,3,5,1
31,"(0, 17794845)",car_6083,ego car,0,0,1,0,0,0,1,5,-1.0,-2.0,-1.0,car_6083,1,3.605551275463989,1,4,1
32,"(0, 17794846)",car_5874,ego car,0,0,1,0,0,0,1,4,-2.0,-3.0,-1.0,car_5874,9,6.0,2,5,1
33,"(0, 17794846)",car_6083,ego car,0,0,1,0,0,0,1,5,-1.0,-2.0,-1.0,car_6083,1,3.605551275463989,1,4,1
34,"(0, 17794847)",car_5874,ego car,0,0,1,0,0,0,1,4,-2.0,-3.0,-1.0,car_5874,8,6.0,2,5,1
35,"(0, 17794847)",car_6083,ego car,0,0,1,0,0,0,1,5,-1.0,-2.0,-1.0,car_6083,0,3.605551275463989,1,4,1
36,"(0, 17794848)",car_5874,ego car,0,0,1,0,0,0,1,4,-2.0,-3.0,-1.0,car_5874,8,6.082762530298219,2,5,1
37,"(0, 17794848)",car_6083,ego car,0,0,1,0,0,0,1,5,-1.0,-2.0,-1.0,car_6083,0,3.605551275463989,1,4,1
38,"(0, 17794849)",car_5874,ego car,0,0,1,0,0,0,1,4,-2.0,-3.0,-1.0,car_5874,7,6.0,2,4,1
39,"(0, 17794849)",car_6083,ego car,0,0,1,0,0,0,1,4,-1.0,-2.0,-1.0,car_6083,-1,4.242640687119285,1,3,1
40,"(0, 17794850)",car_5874,ego car,0,0,1,0,0,0,1,3,-2.0,-3.0,-1.0,car_5874,6,7.071067811865476,3,4,1
41,"(0, 17794850)",car_6083,ego car,0,0,1,0,0,0,1,5,-1.0,-2.0,-1.0,car_6083,-2,3.605551275463989,1,3,1
42,"(0, 17794851)",car_5874,ego car,0,0,1,0,0,0,1,4,-2.0,-3.0,-1.0,car_5874,5,7.0,3,4,1
43,"(0, 17794851)",car_6083,ego car,0,0,1,0,0,0,1,4,-1.0,-2.0,-1.0,car_6083,-3,4.242640687119285,1,3,1
44,"(0, 17794852)",car_5874,ego car,0,0,1,0,0,0,1,3,-2.0,-3.0,-1.0,car_5874,4,7.071067811865476,3,4,1
45,"(0, 17794852)",car_6083,ego car,0,0,1,0,0,0,1,4,-1.0,-2.0,-1.0,car_6083,-4,4.242640687119285,1,3,1
46,"(0, 17794853)",car_5874,ego car,0,0,1,0,0,0,1,4,-2.0,-3.0,-1.0,car_5874,4,6.082762530298219,2,4,1
47,"(0, 17794853)",car_6083,ego car,0,0,1,0,0,0,1,5,-1.0,-2.0,-1.0,car_6083,-4,2.8284271247461903,1,3,1
48,"(0, 17794854)",car_5874,ego car,0,0,1,0,0,0,1,4,-2.0,-3.0,-1.0,car_5874,3,6.082762530298219,2,4,1
49,"(0, 17794854)",car_6083,ego car,0,0,1,0,0,0,1,5,-1.0,-2.0,-1.0,car_6083,-5,3.605551275463989,1,3,1
50,"(0, 17794855)",car_5874,ego car,0,0,1,0,0,0,1,4,-2.0,-3.0,-1.0,car_5874,2,6.082762530298219,2,4,1
51,"(0, 17794855)",car_6083,ego car,0,0,1,0,0,0,1,5,-1.0,-2.0,-1.0,car_6083,-6,3.605551275463989,1,3,1
52,"(0, 17794856)",car_5874,ego car,0,0,1,0,0,0,1,4,-2.0,-3.0,-1.0,car_5874,2,6.082762530298219,2,4,1
53,"(0, 17794856)",car_6083,ego car,0,0,1,0,0,0,1,5,-1.0,-2.0,-1.0,car_6083,-6,3.605551275463989,1,3,1
54,"(0, 17794857)",car_5874,ego car,0,0,1,0,0,0,1,3,-2.0,-3.0,-1.0,car_5874,1,7.071067811865476,3,4,1
55,"(0, 17794857)",car_6083,ego car,0,0,1,0,0,0,1,5,-1.0,-2.0,-1.0,car_6083,-7,3.605551275463989,1,3,1
56,"(0, 17794858)",car_5874,ego car,0,0,1,0,0,0,1,4,-2.0,-3.0,-1.0,car_5874,0,6.082762530298219,2,4,1
57,"(0, 17794858)",car_6083,ego car,0,0,0,1,0,0,1,5,-1.0,-2.0,-1.0,car_6083,-8,3.1622776601683795,1,3,1
58,"(0, 17794859)",car_5874,ego car,0,0,1,0,0,0,1,4,-2.0,-3.0,-1.0,car_5874,0,6.082762530298219,2,4,1
59,"(0, 17794859)",car_6083,ego car,0,0,0,1,0,0,1,5,-1.0,-2.0,-1.0,car_6083,-8,3.1622776601683795,1,3,1
60,"(0, 17794860)",car_5874,ego car,0,0,1,0,0,0,1,4,-2.0,-3.0,-1.0,car_5874,0,6.082762530298219,2,4,1
61,"(0, 17794860)",car_6083,ego car,0,0,0,1,0,0,1,4,-1.0,-2.0,-1.0,car_6083,-8,4.123105625617661,1,3,1
62,"(0, 17794861)",car_5874,ego car,0,0,1,0,0,0,1,4,-2.0,-3.0,-1.0,car_5874,1,6.082762530298219,2,4,1
63,"(0, 17794861)",car_6083,ego car,0,0,0,1,0,0,1,5,-1.0,-2.0,-1.0,car_6083,-8,3.1622776601683795,1,3,1
64,"(0, 17794862)",car_5874,ego car,0,0,1,0,0,0,1,4,-2.0,-3.0,-1.0,car_5874,0,6.082762530298219,2,4,1
65,"(0, 17794862)",car_6083,ego car,0,0,0,1,0,0,1,4,-1.0,-2.0,-1.0,car_6083,-9,4.123105625617661,1,2,1
66,"(0, 17794863)",car_5874,ego car,0,0,1,0,0,0,1,4,-2.0,-3.0,-1.0,car_5874,0,6.082762530298219,2,4,1
67,"(0, 17794863)",car_6083,ego car,0,0,0,1,0,0,1,4,-1.0,-2.0,-1.0,car_6083,-8,4.123105625617661,1,3,1
68,"(0, 17794864)",car_5874,ego car,0,0,1,0,0,0,1,4,-2.0,-3.0,-1.0,car_5874,2,6.082762530298219,2,4,1
69,"(0, 17794864)",car_6083,ego car,0,0,0,1,0,0,1,4,-1.0,-2.0,-1.0,car_6083,-7,4.123105625617661,1,3,1
70,"(0, 17794865)",car_5874,ego car,0,0,1,0,0,0,1,4,-2.0,-3.0,-1.0,car_5874,2,6.082762530298219,2,4,1
71,"(0, 17794865)",car_6083,ego car,0,0,0,1,0,0,1,4,-1.0,-2.0,-1.0,car_6083,-7,4.123105625617661,1,3,1
72,"(0, 17794866)",car_5874,ego car,0,0,1,0,0,0,1,4,-2.0,-3.0,-1.0,car_5874,3,6.324555320336759,2,4,1
73,"(0, 17794866)",car_6083,ego car,0,0,0,1,0,0,1,5,-1.0,-2.0,-1.0,car_6083,-6,3.1622776601683795,1,3,1
74,"(0, 17794867)",car_5874,ego car,0,0,1,0,0,0,1,4,-2.0,-3.0,-1.0,car_5874,4,6.082762530298219,2,4,1
75,"(0, 17794867)",car_6083,ego car,0,0,0,1,0,0,1,4,-1.0,-2.0,-1.0,car_6083,-5,4.123105625617661,1,3,1
76,"(0, 17794868)",car_5874,ego car,0,0,1,0,0,0,1,4,-2.0,-3.0,-1.0,car_5874,4,6.324555320336759,2,4,1
77,"(0, 17794868)",car_6083,ego car,0,0,0,1,0,0,1,5,-1.0,-2.0,-1.0,car_6083,-5,3.1622776601683795,1,3,1
78,"(0, 17794869)",car_5874,ego car,0,0,1,0,0,0,1,4,-2.0,-3.0,-1.0,car_5874,6,6.324555320336759,2,4,1
79,"(0, 17794869)",car_6083,ego car,0,0,0,1,0,0,1,4,-1.0,-2.0,-1.0,car_6083,-4,4.123105625617661,1,3,1
80,"(0, 17794870)",car_5874,ego car,0,0,1,0,0,0,1,4,-2.0,-3.0,-1.0,car_5874,6,6.324555320336759,2,4,1
81,"(0, 17794870)",car_6083,ego car,0,0,0,1,0,0,1,4,-1.0,-2.0,-1.0,car_6083,-4,4.123105625617661,1,3,1
82,"(0, 17794871)",car_5874,ego car,0,0,1,0,0,0,1,3,-2.0,-3.0,-1.0,car_5874,7,7.280109889280518,3,4,1
83,"(0, 17794871)",car_6083,ego car,0,0,0,1,0,0,1,4,-1.0,-2.0,-1.0,car_6083,-2,4.123105625617661,1,3,1
84,"(0, 17794872)",car_5874,ego car,0,0,1,0,0,0,1,3,-2.0,-3.0,-1.0,car_5874,8,7.280109889280518,3,5,1
85,"(0, 17794872)",car_6083,ego car,0,0,1,0,0,0,1,4,-1.0,-2.0,-1.0,car_6083,-2,4.47213595499958,2,3,1
86,"(0, 17794873)",car_5874,ego car,0,0,1,0,0,0,1,3,-2.0,-3.0,-1.0,car_5874,8,7.280109889280518,3,5,1
87,"(0, 17794873)",car_6083,ego car,0,0,1,0,0,0,1,4,-1.0,-2.0,-1.0,car_6083,-2,4.47213595499958,2,3,1
88,"(0, 17794874)",car_5874,ego car,0,0,1,0,0,0,1,4,-2.0,-3.0,-1.0,car_5874,8,6.324555320336759,2,5,1
89,"(0, 17794874)",car_6083,ego car,0,0,0,1,0,0,1,4,-1.0,-2.0,-1.0,car_6083,-2,4.123105625617661,1,3,1
90,"(0, 17794875)",car_5874,ego car,0,0,1,0,0,0,1,4,-2.0,-3.0,-1.0,car_5874,9,6.324555320336759,2,5,1
91,"(0, 17794875)",car_6083,ego car,0,0,0,1,0,0,1,4,-1.0,-2.0,-1.0,car_6083,-2,4.123105625617661,1,3,1
92,"(0, 17794876)",car_5874,ego car,0,0,0,1,0,0,1,4,-2.0,-3.0,-1.0,car_5874,9,6.708203932499369,3,5,1
93,"(0, 17794876)",car_6083,ego car,0,0,0,1,0,0,1,4,-1.0,-2.0,-1.0,car_6083,-2,4.123105625617661,1,3,1
94,"(1, 17840802)",car_6480,ego car,0,0,1,0,0,0,1,2,-3.0,-4.0,-1.0,car_6480,29,12.84523257866513,5,5,3
95,"(1, 17840804)",car_6480,ego car,0,0,1,0,0,0,1,2,-3.0,-4.0,-1.0,car_6480,31,12.24744871391589,5,5,2
96,"(1, 17840805)",car_6480,ego car,0,0,1,0,0,0,1,2,-3.0,-4.0,-1.0,car_6480,33,12.24744871391589,5,5,2
97,"(1, 17840806)",car_6480,ego car,0,0,1,0,0,0,1,2,-3.0,-4.0,-1.0,car_6480,33,11.704699910719626,5,5,2
98,"(1, 17840807)",car_6480,ego car,0,0,1,0,0,0,1,2,-3.0,-4.0,-1.0,car_6480,33,11.704699910719626,5,5,2
99,"(1, 17840808)",car_6480,ego car,0,0,1,0,0,0,1,2,-3.0,-4.0,-1.0,car_6480,32,11.224972160321824,5,5,2
100,"(1, 17840809)",car_6480,ego car,0,0,1,0,0,0,1,2,-3.0,-4.0,-1.0,car_6480,33,11.704699910719626,5,5,2
101,"(1, 17840810)",car_6480,ego car,0,0,1,0,0,0,1,2,-3.0,-4.0,-1.0,car_6480,32,11.224972160321824,5,5,2
102,"(1, 17840811)",car_6480,ego car,0,0,1,0,0,0,1,2,-3.0,-4.0,-1.0,car_6480,32,11.224972160321824,5,5,2
103,"(1, 17840812)",car_6480,ego car,0,0,1,0,0,0,1,2,-3.0,-4.0,-1.0,car_6480,31,10.816653826391969,4,5,2
104,"(1, 17840813)",car_6480,ego car,0,0,1,0,0,0,1,2,-3.0,-4.0,-1.0,car_6480,31,10.816653826391969,4,5,2
105,"(1, 17840814)",car_6480,ego car,0,0,1,0,0,0,1,2,-3.0,-4.0,-1.0,car_6480,31,10.488088481701515,4,5,2
106,"(1, 17840815)",car_6480,ego car,0,0,1,0,0,0,1,2,-3.0,-4.0,-1.0,car_6480,30,10.488088481701515,4,5,2
107,"(1, 17840816)",car_6480,ego car,0,0,1,0,0,0,1,2,-3.0,-4.0,-1.0,car_6480,30,10.246950765959598,4,5,2
108,"(1, 17840817)",car_6480,ego car,0,0,1,0,0,0,1,2,-3.0,-4.0,-1.0,car_6480,29,10.099504938362076,4,5,2
109,"(1, 17840818)",car_6480,ego car,0,0,1,0,0,0,1,2,-3.0,-4.0,-1.0,car_6480,28,10.099504938362076,4,5,2
110,"(1, 17840818)",car_6513,ego car,0,0,0,1,0,0,1,1,-1.0,-2.0,-1.0,car_6513,27,24.20743687382041,10,5,5
111,"(1, 17840819)",car_6480,ego car,0,0,1,0,0,0,1,2,-3.0,-4.0,-1.0,car_6480,28,10.04987562112089,4,5,2
112,"(1, 17840819)",car_6513,ego car,0,0,0,1,0,0,1,1,-1.0,-2.0,-1.0,car_6513,27,24.20743687382041,10,5,5
113,"(1, 17840820)",car_6480,ego car,0,0,1,0,0,0,1,2,-3.0,-4.0,-1.0,car_6480,27,10.099504938362076,4,5,2
114,"(1, 17840820)",car_6513,ego car,0,0,0,1,0,0,1,1,-1.0,-2.0,-1.0,car_6513,26,24.20743687382041,10,5,5
115,"(1, 17840821)",car_6480,ego car,0,0,1,0,0,0,1,2,-3.0,-4.0,-1.0,car_6480,27,10.04987562112089,4,5,2
116,"(1, 17840821)",car_6513,ego car,0,0,0,1,0,0,1,1,-1.0,-2.0,-1.0,car_6513,27,24.20743687382041,10,5,5
117,"(1, 17840822)",car_6313,ego car,0,0,0,1,0,0,1,1,-2.0,-3.0,-1.0,car_6313,31,25.0,11,5,5
118,"(1, 17840822)",car_6480,ego car,0,0,1,0,0,0,1,2,-3.0,-4.0,-1.0,car_6480,26,10.04987562112089,4,5,2
119,"(1, 17840822)",car_6513,ego car,0,0,0,1,0,0,1,1,-1.0,-2.0,-1.0,car_6513,26,23.2163735324878,10,5,5
120,"(1, 17840823)",car_6313,ego car,0,0,0,1,0,0,1,1,-2.0,-3.0,-1.0,car_6313,31,24.04163056034261,10,5,5
121,"(1, 17840823)",car_6480,ego car,0,0,1,0,0,0,1,2,-3.0,-4.0,-1.0,car_6480,26,10.099504938362076,4,5,2
122,"(1, 17840823)",car_6513,ego car,0,0,0,1,0,0,1,1,-1.0,-2.0,-1.0,car_6513,26,22.22611077089287,9,5,5
123,"(1, 17840824)",car_6313,ego car,0,0,0,1,0,0,1,1,-2.0,-3.0,-1.0,car_6313,31,24.04163056034261,10,5,5
124,"(1, 17840824)",car_6480,ego car,0,0,1,0,0,0,1,2,-3.0,-4.0,-1.0,car_6480,26,10.099504938362076,4,5,2
125,"(1, 17840824)",car_6513,ego car,0,0,0,1,0,0,1,1,-1.0,-2.0,-1.0,car_6513,27,22.22611077089287,9,5,5
126,"(1, 17840825)",car_6313,ego car,0,0,0,1,0,0,1,1,-2.0,-3.0,-1.0,car_6313,31,23.08679276123039,10,5,5
127,"(1, 17840825)",car_6480,ego car,0,0,1,0,0,0,1,2,-3.0,-4.0,-1.0,car_6480,26,10.246950765959598,4,5,2
128,"(1, 17840825)",car_6513,ego car,0,0,0,1,0,0,1,1,-1.0,-2.0,-1.0,car_6513,27,21.236760581595306,9,5,5
129,"(1, 17840826)",car_6313,ego car,0,0,0,1,0,0,1,1,-2.0,-3.0,-1.0,car_6313,31,24.04163056034261,10,5,5
130,"(1, 17840826)",car_6480,ego car,0,0,1,0,0,0,1,2,-3.0,-4.0,-1.0,car_6480,26,10.099504938362076,4,5,2
131,"(1, 17840826)",car_6513,ego car,0,0,0,1,0,0,1,1,-1.0,-2.0,-1.0,car_6513,27,22.22611077089287,9,5,5
132,"(1, 17840827)",car_6313,ego car,0,0,0,1,0,0,1,1,-2.0,-3.0,-1.0,car_6313,31,23.08679276123039,10,5,5
133,"(1, 17840827)",car_6480,ego car,0,0,1,0,0,0,1,2,-3.0,-4.0,-1.0,car_6480,26,10.246950765959598,4,5,2
134,"(1, 17840827)",car_6513,ego car,0,0,0,1,0,0,1,1,-1.0,-2.0,-1.0,car_6513,27,21.236760581595306,9,5,5
135,"(1, 17840828)",car_6313,ego car,0,0,0,1,0,0,1,1,-2.0,-3.0,-1.0,car_6313,31,22.13594362117865,9,5,5
136,"(1, 17840828)",car_6480,ego car,0,0,1,0,0,0,1,2,-3.0,-4.0,-1.0,car_6480,26,10.246950765959598,4,5,2
137,"(1, 17840828)",car_6513,ego car,0,0,0,1,0,0,1,1,-1.0,-2.0,-1.0,car_6513,28,21.236760581595306,9,5,5
138,"(1, 17840829)",car_6313,ego car,0,0,0,1,0,0,1,1,-2.0,-3.0,-1.0,car_6313,31,22.13594362117865,9,5,5
139,"(1, 17840829)",car_6480,ego car,0,0,1,0,0,0,1,2,-3.0,-4.0,-1.0,car_6480,25,10.488088481701515,4,5,2
140,"(1, 17840829)",car_6513,ego car,0,0,0,1,0,0,1,1,-1.0,-2.0,-1.0,car_6513,28,20.248456731316587,8,5,4
141,"(1, 17840830)",car_6313,ego car,0,0,0,1,0,0,1,1,-2.0,-3.0,-1.0,car_6313,31,21.18962010041709,9,5,5
142,"(1, 17840830)",car_6480,ego car,0,0,1,0,0,0,1,2,-3.0,-4.0,-1.0,car_6480,24,10.488088481701515,4,5,2
143,"(1, 17840830)",car_6513,ego car,0,0,0,1,0,0,1,1,-1.0,-2.0,-1.0,car_6513,28,20.248456731316587,8,5,4
144,"(1, 17840831)",car_6313,ego car,0,0,0,1,0,0,1,1,-2.0,-3.0,-1.0,car_6313,31,21.18962010041709,9,5,5
145,"(1, 17840831)",car_6480,ego car,0,0,1,0,0,0,1,2,-3.0,-4.0,-1.0,car_6480,23,10.816653826391969,4,5,2
146,"(1, 17840831)",car_6513,ego car,0,0,0,1,0,0,1,1,-1.0,-2.0,-1.0,car_6513,28,19.261360284258224,8,5,4
147,"(1, 17840832)",car_6313,ego car,0,0,0,1,0,0,1,1,-2.0,-3.0,-1.0,car_6313,30,21.18962010041709,9,5,5
148,"(1, 17840832)",car_6480,ego car,0,0,1,0,0,0,1,2,-3.0,-4.0,-1.0,car_6480,22,10.488088481701515,4,5,2
149,"(1, 17840832)",car_6513,ego car,0,0,0,1,0,0,1,1,-1.0,-2.0,-1.0,car_6513,29,20.248456731316587,8,5,4
150,"(1, 17840833)",car_6313,ego car,0,0,0,1,0,0,1,1,-2.0,-3.0,-1.0,car_6313,30,21.18962010041709,9,5,5
151,"(1, 17840833)",car_6480,ego car,0,0,1,0,0,0,1,2,-3.0,-4.0,-1.0,car_6480,21,10.816653826391969,4,5,2
152,"(1, 17840833)",car_6513,ego car,0,0,0,1,0,0,1,1,-1.0,-2.0,-1.0,car_6513,29,19.261360284258224,8,5,4
153,"(1, 17840834)",car_6313,ego car,0,0,0,1,0,0,1,1,-2.0,-3.0,-1.0,car_6313,29,20.248456731316587,8,5,4
154,"(1, 17840834)",car_6480,ego car,0,0,1,0,0,0,1,2,-3.0,-4.0,-1.0,car_6480,19,10.816653826391969,4,5,2
155,"(1, 17840834)",car_6513,ego car,0,0,0,1,0,0,1,1,-1.0,-2.0,-1.0,car_6513,28,18.275666882497067,8,5,4
156,"(1, 17840835)",car_6313,ego car,0,0,0,1,0,0,1,1,-2.0,-3.0,-1.0,car_6313,29,19.313207915827967,8,5,4
157,"(1, 17840835)",car_6480,ego car,0,0,1,0,0,0,1,2,-3.0,-4.0,-1.0,car_6480,19,11.224972160321824,5,5,2
158,"(1, 17840835)",car_6513,ego car,0,0,0,1,0,0,1,1,-1.0,-2.0,-1.0,car_6513,28,18.275666882497067,8,5,4
159,"(1, 17840836)",car_6313,ego car,0,0,0,1,0,0,1,1,-2.0,-3.0,-1.0,car_6313,28,19.313207915827967,8,5,4
160,"(1, 17840836)",car_6480,ego car,0,0,1,0,0,0,1,2,-3.0,-4.0,-1.0,car_6480,17,11.224972160321824,5,5,2
161,"(1, 17840836)",car_6513,ego car,0,0,0,1,0,0,1,1,-1.0,-2.0,-1.0,car_6513,28,17.291616465790582,7,5,4
162,"(1, 17840837)",car_6313,ego car,0,0,0,1,0,0,1,1,-2.0,-3.0,-1.0,car_6313,27,18.384776310850235,8,5,4
163,"(1, 17840837)",car_6480,ego car,0,0,1,0,0,0,1,2,-3.0,-4.0,-1.0,car_6480,17,11.224972160321824,5,5,2
164,"(1, 17840837)",car_6513,ego car,0,0,0,1,0,0,1,1,-1.0,-2.0,-1.0,car_6513,28,17.291616465790582,7,5,4
165,"(1, 17840838)",car_6313,ego car,0,0,0,1,0,0,1,1,-2.0,-3.0,-1.0,car_6313,26,19.313207915827967,8,5,4
166,"(1, 17840838)",car_6480,ego car,0,0,1,0,0,0,1,2,-3.0,-4.0,-1.0,car_6480,15,11.224972160321824,5,5,2
167,"(1, 17840838)",car_6513,ego car,0,0,0,1,0,0,1,1,-1.0,-2.0,-1.0,car_6513,27,17.291616465790582,7,5,4
168,"(1, 17840839)",car_6313,ego car,0,0,0,1,0,0,1,1,-2.0,-3.0,-1.0,car_6313,25,18.384776310850235,8,5,4
169,"(1, 17840839)",car_6480,ego car,0,0,1,0,0,0,1,2,-3.0,-4.0,-1.0,car_6480,14,11.224972160321824,5,5,2
170,"(1, 17840839)",car_6513,ego car,0,0,0,1,0,0,1,1,-1.0,-2.0,-1.0,car_6513,26,17.291616465790582,7,5,4
171,"(1, 17840840)",car_6313,ego car,0,0,0,1,0,0,1,1,-2.0,-3.0,-1.0,car_6313,25,18.384776310850235,8,5,4
172,"(1, 17840840)",car_6480,ego car,0,0,1,0,0,0,1,2,-3.0,-4.0,-1.0,car_6480,14,12.569805089976535,5,5,3
173,"(1, 17840840)",car_6513,ego car,0,0,0,1,0,0,1,1,-1.0,-2.0,-1.0,car_6513,27,16.30950643030009,7,5,3
174,"(1, 17840841)",car_6313,ego car,0,0,0,1,0,0,1,1,-2.0,-3.0,-1.0,car_6313,24,17.46424919657298,7,5,4
175,"(1, 17840841)",car_6480,ego car,0,0,1,0,0,0,1,2,-3.0,-4.0,-1.0,car_6480,13,12.569805089976535,5,5,3
176,"(1, 17840841)",car_6513,ego car,0,0,0,1,0,0,1,2,-1.0,-2.0,-1.0,car_6513,26,15.329709716755891,6,5,3
177,"(1, 17840842)",car_6313,ego car,0,0,0,1,0,0,1,1,-2.0,-3.0,-1.0,car_6313,23,16.55294535724685,7,5,3
178,"(1, 17840842)",car_6480,ego car,0,0,1,0,0,0,1,2,-3.0,-4.0,-1.0,car_6480,12,12.569805089976535,5,5,3
179,"(1, 17840842)",car_6513,ego car,0,0,0,1,0,0,1,2,-1.0,-2.0,-1.0,car_6513,24,15.329709716755891,6,5,3
180,"(1, 17840843)",car_6313,ego car,0,0,0,1,0,0,1,1,-2.0,-3.0,-1.0,car_6313,23,17.46424919657298,7,5,4
181,"(1, 17840843)",car_6480,ego car,0,0,1,0,0,0,1,2,-3.0,-4.0,-1.0,car_6480,12,12.569805089976535,5,5,3
182,"(1, 17840843)",car_6513,ego car,0,0,0,1,0,0,1,2,-1.0,-2.0,-1.0,car_6513,24,15.329709716755891,6,5,3
183,"(1, 17840844)",car_6313,ego car,0,0,0,1,0,0,1,1,-2.0,-3.0,-1.0,car_6313,22,16.55294535724685,7,5,3
184,"(1, 17840844)",car_6480,ego car,0,0,1,0,0,0,1,2,-3.0,-4.0,-1.0,car_6480,11,12.569805089976535,5,5,3
185,"(1, 17840844)",car_6513,ego car,0,0,0,1,0,0,1,2,-1.0,-2.0,-1.0,car_6513,23,15.329709716755891,6,5,3
186,"(1, 17840845)",car_6313,ego car,0,0,0,1,0,0,1,1,-2.0,-3.0,-1.0,car_6313,21,16.55294535724685,7,5,3
187,"(1, 17840845)",car_6480,ego car,0,0,1,0,0,0,1,2,-3.0,-4.0,-1.0,car_6480,9,13.07669683062202,5,5,3
188,"(1, 17840845)",car_6513,ego car,0,0,0,1,0,0,1,2,-1.0,-2.0,-1.0,car_6513,22,14.352700094407323,6,5,3
